Kategorie;Funktion;Produkt;Kurzbeschreibung;Synonyme;Beschreibung;ORBIS U Technologie?;ORBIS U Spezifkation;Orbis U Docker Compose;Service Names;OAS Technologie?;OAS Spezifikation;JAIF Technologie?;ORBIS Mobile Technologie?;Bemerkung;Notwendige Drittprodukte;Produkt Ansprechpartner;Applikations-Support Dedalus;Technische Spezifikation;Kurzfunktions-beschreibung;AMS SIP RfC;Lizenz;Released for Sale;Released for Delivery;PL-Leitfaden;ORBIS Roadmap;History;Geändert am
ORBIS;Allegion SP-Expert;;SP-Expert;;3rd party Dienstleistungsplanungs-Applikation;;;;;;;;;;Fremdprodukt der Firma Interflex Allegion;Klaus Cramer;;;;20201102-0000002-0003452;;;;;;;03.12.2021 13:21
ORBIS;ORBIS CARD EKGM;;;;Anforderung und Befundung von Ruhe-EKGs durch Ãrzte und Klinisches Personal;Nein;;;;Nein;;Nein;Nein;;;;Nein;;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=73463812"""" target=""_blank"">73463812 </a>";Kein RfC;;;;;;;08.12.2021 10:24
ORBIS;ORBIS DAMA;;;ORBIS Data Masking;Nachfolge-Produkt des ODAN (ORBIS Databasde Anonymizers);Nein;;;;Nein;;Nein;Nein;Reine Webapplikation -> Aufruf über das ORBIS Infrastructure Dashboard;;;Nein;;;;;Ja;Ja;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1345270\u0026session=14068159173354\u0026cs=3IIR6Vx9BUB6lp3y0bWDeb1EkjlWyZ0ZA7n1-o0nifpE4d9nqu2V3CWHU4FTe7yOG8bzaUrx-3VHDE5AFHeScbQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:08
ORBIS;ORBIS MAWI Stationslager;;Stationslager;;;Nein;;;;Nein;;Nein;Nein;;;Anne Koster;Nein;;;20181010-0002-005063;;Nein;Nein;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392103\u0026session=14068159173354\u0026cs=3bEl_q_fhYE1Hc46vKLGgW8V1QuSpuBM-9UjnlDVdexTdVVMsrpKXkWXC3ZIu5aUiOMHRj2b3at3qs4QKPwoMyA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:08
ORBIS;ORBIS Touch ID;Technische Komponente;TouchID;Scanner Fingerprint;Erweiterung des Standard Authentifizierungsmechanismus von ORBIS. Es wird die Identifizierung und gleichzeitige Authentifizierung von ORBIS Benutzern mittels Fingerabdruck bei Anmeldung, Benutzerwechsel und Vidierung von Dokumenten ermöglcht.;Ja;orbis-auth/ CustInst.: Nein;docker-compose-orbis-auth.yml;orbis-auth/ CustInst.: Nein;Nein;;Nein;Nein;"Es wird als Docker """"orbis-auth"" in Status angezeigt. 
Bei bestehenden OAS Anpassung notwendig (keycloak.json)";-;Siegfried Fode, Paul Hammes;Nein;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=64717173"""" target=""_blank"">64717173 </a>";"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=60548663"""" target=""_blank"">60548663 </a>";20171228-0002-004569;TOUCH_ID, 2223, ORBIS Touch ID;Ja;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392117\u0026session=14068159173354\u0026cs=30NiRdERV9q7BsZCiAtD3Bue6U3eUdPEKD92LXq3DWkU2b0ce_Alr2P2ZJk-YYQ1pAIiYlDP_mgF8Gl5OpAP2Vw\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 16:06
ORBIS;ORBIS Dosing Drug Information Suite (DIS);;;;"Arzneimittelkatalog (Ersatz MMI Pharmindex Pro) für ORBIS Medication;";Ja;;;;Nein;;Nein;Nein;"Ende 2025 für Neukundenpilotierung; frühestens in 2026 für Bestandskunden";;Angeles Pardo López, Johan Prézeau;Nein;;;;;Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1817765\u0026session=14068159173354\u0026cs=3wsRkll1-djqVeUaNKAuC1j0dVmuRQhDCaRqUWNmTyVQrbYuNjBw9mQD-HJqXgnFG2fXOJ6PZD106bxTPHJ3vuw\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.01.2026 14:12
ORBIS;ORBIS VSDM;TI;VSDM;Telematikinfrastruktur, TI;Integration der TI-Anwendung Versichertenstammdatenmanagement (Deutschland). Diese Funktion erlaubt sowohl das Lesen als auch das Aktualisieren der auf einer elektronischen Gesundheitskarte (eGK) gespeicherten Versichertenstammdaten;Nein;;;;Nein;;Nein;Nein;Kartenleser-Anbindung an das zentrale TI-Netz;;Paul Hammes;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/FFE27150-EA2A-4841-AD33-F7A48B7445CA?nodeType=DOCUMENT"""" target=""_blank"">FFE27150-EA2A-4841-AD33-F7A48B7445CA </a>";20180810-0002-004968;VSDM: ORBIS VSDM (9450);Ja;Ja;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392132\u0026session=14068159173354\u0026cs=3mKWw07RJuThkRW9IijqlLjhSYUcsdKuwiOuzaEtwgmZQj0s7CMyELZm6IyfSc2doC2eoaH_yIxbCJdSFt-1saA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:09
DIIT;XERO Viewer;;XERO;;PACS Webviewer;Nein;;;;Nein;;Nein;Nein;;;Davor Dadic;Nein;;;20180511-0002-004828;;Nein;Nein;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392154\u0026session=14068159173354\u0026cs=3g8SUgCBPxUpk2xLbKiX5GMm06GymcS0XBkLGHAETAkseUj7h4puwaLiP0vEpollkcNs44j-lT1mtr2JujrZ0CQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:11
ORBIS;ORBIS U Agent;Technische Komponente;;;"Verbindung zu Client-Hardware. Genutzt bisher im Speech Umfeld für Mikrofone; zudem auch Fingerprint-Reader, Smartcard-Reader.";Ja;orbis-agent/ CustInst.: Nein;docker-compose-orbis-agent.yml;;Nein;;Nein;Nein;Interface für 3rd Party über Web Socket. Stand alone nicht nutzbar, Freigabe bisher nur für DE;;Oumar Gassama;Nein;;;;;Nein;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1670584\u0026session=14068159173354\u0026cs=34lFHCebqSjJ0uBuSGGx_RbK00BkwbCh4HJLUzlYlquhH4FEwD0MOKQqtsFE78QhuFYcZ-UneJ3zCVgWXv-iCHg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 16:18
ORBIS;ORBIS STEPS;;;;"ORBIS Werkzeug zur Prozessmodellierung
Aktuell noch in Konzeptionierungsphase";Nein;;;;Nein;;Nein;Nein;;;Svetlana Zec;Nein;;;;;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1161452\u0026session=14068159173354\u0026cs=3pBTODJVi2NBcwQoeprP1sfGQLsEWmWnqA-kWgF-yoIA9Scr-i8OW-fx5q2TQRwuafPchIzENCtgpLRBqatOeIw\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";30.06.2023 10:53
S&CC;ORBIS Checkin4U;Kiosk und Waitingroom;Kiosk & Warteraum;"CheckIn4U
CheckIn and Waiting Room";ORBIS CheckIn4U schließt die Applikationen Kiosk und Calling System ein, die einzeln oder zusammen die Patientenaufnahme in einem Krankenhaus unterstützen;Ja;orbis-4u/ CustInst.: Nein<br>checkin4u/ CustInst.: Nein;docker-compose-checkin4u.yml;;Nein;;Nein;Nein;Zentrale Funktionen um den Admissiondesk, Kiosk und Waitingroom;;Florian Schneider, Francois Wasmes;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/17F929E4-03BE-4D3D-A095-35CE2D07DC32?nodeType=DOCUMENT"""" target=""_blank"">17F929E4-03BE-4D3D-A095-35CE2D07DC32 </a>";;;Nein;Ja;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1462337\u0026session=14068159173354\u0026cs=30UB0owxYhqz-9QwlKFdl3Df16PkOUVUvEA3VNJNXYRhJ_HTdoPl-BXrXBSMKq1Rympfq2DISSyJ4USe6st46Ow\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:15
ORBIS;ORBIS Master Data Transfer;ORBIS Stammdaten-Transfer;Stammdaten-Übertragung per Ex- und Import zwischen ORBIS Datenbanken.;OMDT;Zunächst nur für ORBIS Medication Qualifizierte Produkte (Medikamentenstammdaten) seit ORBIS 08044203.;Ja;orbis-master-data-transfer/ CustInst.: Nein;docker-compose-orbis-master-data-transfer.yml;orbis-master-data-transfer/ CustInst.: Nein;Nein;;Nein;Nein;;zunächst nur ORBIS Medication;Angeles Pardo-Lopez, Johan Prezeau;Nein;;;;Lizenzkostenfrei im Rahmen der Wartung von ORBIS Medication, keine technische Lizenz, nur Installation docker container notwendig;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1684097\u0026session=14068159173354\u0026cs=3ZWKf7fkt59uerSlhOzHGYr41n6s7Xffucludhzj5tGfeEFQWH_tVv33SZTdD8Y-tsPRiNc1E-VZVG2_amxZcVw\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.03.2025 09:45
ORBIS;ORBIS AddOn - Medikationsplan;AddOn;;;;Nein;;;;Nein;;Nein;Nein;;arbeitet rein mit Drittprodukt MMI Pharmindex Plus;;Nein;;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=55797137"""" target=""_blank"">55797137 </a>";"<a href=""/ords/f?p=20180622:9:14068159173354:::RP,9:P9_CR_ID:7527&cs=373nwvYhrrL_wVpK1Tgjak407eUxTfh7RoIJMt4gRdAHBjNSlLJecqlkZ46iC6DOuXv7aa3ET7S3XPGR_mqtciQ""><i class=""fa fa-sign-in""></i> &nbsp; 20211216-00000002-0007527<br>Status: fertig</a>";;;Ja;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392077\u0026session=14068159173354\u0026cs=3xWC1mbsrvRbzlw3dvjW9Ymo1YkNl_ZkpZ8qGKtv97k6Xq0HzuvnszOyegp38D9Szp6Z4vjaIowaw5DkxNQmKgg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";17.08.2022 22:02
ORBIS;ORBIS Audit Trail;AuditViewer;;Darstellung der Protokollierung aller Benutzeraktionen in ORBIS U (Ergänzung zu ORBIS NICE EventLog);Audit Trail Logging aus ORBIS;Ja;audit-application/ CustInst.: Nein;docker-compose-audit-application.yml;audit-application/ CustInst.: Nein;Nein;;Nein;Nein;ORBIS U mit Kubernetes ist Grundvoraussetzung!;;Paul Hammes, Johannes Pung;Nein;;;;AUDITTRAIL 60107;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1345262\u0026session=14068159173354\u0026cs=3qQULyNQgVAENBsw0-ik7ZVJ2LMVx8ANA-dPUV8qO1P6msh5dlj6eiEKxandwndNztFz2U2NqkCZlOmSrzaCo_g\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";19.11.2024 15:50
DIIT;TeraRecon iNtuition;;;;;Nein;;;;Nein;;Nein;Nein;;Drittprodukt (Server HW Appliance);;Nein;;;20180419-0002-004784;;;;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392152\u0026session=14068159173354\u0026cs=34tlOZc1tSWHXtfhv6b9lDw1PA_BLgGwvfKrA6ODA9gK2CEpRsNS7rg3YKXsMx6GnwERouPcV_6kXSAlwmIowEg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";10.12.2021 09:33
ORBIS;Password Self-Service / Reset;Technische Komponente;Pass4U;;Kooperationsvertrag Firma Tesis gecancelled - ggf. Neustart mit Imprivata;Ja;;;;Nein;;Nein;Nein;API Services des User Provisioning werden genutzt;Fremdprodukt der Firma Tesis;Paul Hammes;Nein;;;Kein RfC;;Nein;Nein;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392135\u0026session=14068159173354\u0026cs=3Kr3K_8GdDMsMoO60JrUCDFpmjsVt0rmK21o65h8O_WMc-vZszHxfgi_9LAggvuJBB4uJ3EbSmCk2f0Mne1qoRg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:20
DIIT;HecTec MediCAD;;MediCAD 2D, 3D;;SW zur präoperativen Planung;Nein;;;;Nein;;Nein;Nein;;ist ein Drittprodukt;;Nein;;;"<a href=""/ords/f?p=20180622:9:14068159173354:::RP,9:P9_CR_ID:104&cs=3c-34n8vxR0TBc3-mE-p0HcE9SpJW8OdkWhSAq5j0UtatAUEYwzkdTAGS7ZbHWSUrAr35dVluz6pH_GWbYy8lwA""><i class=""fa fa-sign-in""></i> &nbsp; 20190328-00000002-0000104<br>Status: fertig</a>";;;;;;;07.12.2021 09:45
TIP;TIP HCE Smart - Kardiologie;;;TIP Hce smart;HCe Smart Modul für ORBIS Kardiologie;Nein;;;;Nein;;;Nein;;;;;;;Kein RfC;;;;;;;06.12.2021 07:27
ORBIS;Diamant Kostenträgerrechnung;FiBu;Kostenträgerrechnung;"cost accounting
costaccounting";Diamant Kostenträgerrechnung;Ja;orbis-costaccounting/ CustInst.: Nein;docker-compose-orbis-costaccounting.yml;orbis-costaccounting/ CustInst.: Nein;Nein;;Nein;Nein;;;Michaela Kuhn;Nein;;;;;Ja;Ja;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1191725\u0026session=14068159173354\u0026cs=3sP-zj9IcuQm7mGUgXZ7ZG5HHuwbUXfjMDkHUtOUlMhEwca0hNagZ3gXsqESrw5eKrPIe739c1VqLFHj-vfKeAQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.01.2026 15:14
HYD;secrypt digiSeal;;digiSeal;;Dokumenten Signatur-Software (Einsatz im Zusammenhang mit HYDMedia);Nein;;;;Nein;;Nein;Nein;;secrypt;;Nein;;;20180706-0002-004891;;;;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392136\u0026session=14068159173354\u0026cs=3GpB_h99vrw9Cm5oEyGYAo9j2eKOEyEC_-Uui-GrsDQ8R4f86hOygmp-Jnm6kn1Il-qXDoMkjnIJOLFS7AkDOCA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";02.03.2022 15:57
ORBIS;IP34 Belegungsdatenschnittstelle;;;;Die Schnittstelle vereinfacht die Übertragung der Daten aus dem ORBIS KIS in die Dienstplansoftware (Sieda), um die zur Erfüllung der PpUGV erforderliche regelmäßige InEK-Meldung durchzuführen.;Nein;;;;Nein;;Nein;Nein;;;Betreuung durch TIP PBU;;;;20210629-0000070-0005630;;;;;;;03.12.2021 13:59
ORBIS;ORBIS Assisted Coding;MedCo;;ASCO;Vorgänger von RICO Right Coding;Ja;orbis-4u/ CustInst.: Nein<br>bpe4u/ CustInst.: Nein<br>coding4u/ CustInst.: Nein<br>ascou/ CustInst.: Nein;docker-compose-asco.yml;ascou/ CustInst.: Nein<br>coding-4u/ CustInst.: Nein<br>orbis-4u/ CustInst.: Nein;Nein;;Nein;Nein;Zusätzlich OAS, wenn DMS eingesetzt wird!;3M 360 Encompass;Timo Abbt, Tobias Leidinger;Nein;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=285F6BE9-9993-4367-8B4B-5172083245A9"""" target=""_blank"">285F6BE9-9993-4367-8B4B-5172083245A9 </a>";;20171002-0002-004410;"ASCO: ORBIS Assisted Coding (8802); ASCO-PDF: ASCO PDF Analyse (10802)";Nein;Nein;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392083\u0026session=14068159173354\u0026cs=3PDln9rPB0trEluCeNhakBugWu4U1qtiNRGWp6nVrstbF2wBmYUzM19cEZIaMBHalgozHgYjEqQMiOmeiiknAxg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:22
ORBIS;ORBIS Volltextsuche;;FullTextSearch, Google Like Search;;???;Nein;;;;Nein;;Nein;Nein;;;;Nein;;;Kein RfC;;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392131\u0026session=14068159173354\u0026cs=3s03BACFIixARuJZsc7Iyc4xiN_0cs13PFb00J-w2Mt_8OVTDtJesW47M6tM4aSnYe8JxPiL9I3_Jb3kW6KskTg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";02.10.2023 11:56
ORBIS;ORBIS MedCo Dashboard PEPP;MedCo;MedCo Dashboard PEPP;;"Mit dem Medical Controlling Dashboard PEPP werden dem Anwender in individuellen Übersichten „Kacheln“ mit Falltabellen bereitgestellt. Diese Tabellen ermöglichen dem Anwender eine gezielte administrative Bearbeitung von Behandlungsfällen.
Es können individuelle Kacheln für das Dashboard konfiguriert und für die Anwender berechtigt werden. 
Das Medical Controlling Dashboard PEPP basiert auf einem definierten Umfang an Daten (siehe aktuelles Handbuch) aus lizenzierten ORBIS-Modulen.";Ja;orbis-4u/ CustInst.: Nein<br>medco-dashboard/ CustInst.: Nein;docker-compose-medco-dashboard.yml;;Nein;;Nein;Nein;PEPP Controller Dashboard und Falllisten.;;;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/0B0B3979-E971-476A-9770-6EC23EBEA24A?nodeType=DOCUMENT"""" target=""_blank"">0B0B3979-E971-476A-9770-6EC23EBEA24A </a>";;MEDCO_DASHBOARD_PEPP (60094);Ja;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1493640\u0026session=14068159173354\u0026cs=3nlWdCV5Lrmzh3QMPLyZOSPBvX5ZV205NC4UjqTT_Mqw2w3xKRq0PpXZs8jOseinH5iJjrgfxJR4TKFX2Qrcj1Q\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:24
ORBIS;ORBIS U Kafka;Technische Komponente;Kafka;;Unterstützt die eventbasierte Kommunikation innerhalb ORBIS U Applikationen (Infrastruktur-Basiskomponente von ORBIS U);Ja;orbis-events-4u/ CustInst.: Nein<br>kafka-for-docker/ CustInst.: Nein<br>prometheus-kafka-exporter/ CustInst.: Nein<br>schema-registry/ CustInst.: Nein<br>schema-registry-api-gateway/ CustInst.: Nein;docker-compose-kafka-for-docker.yml, docker-compose-schema-registry.yml, docker-compose-orbis-events-4u.yml, docker-compose-kafka-manager.yml (optional);;Nein;;Nein;Nein;"Voraussetzungen für Kafka:
- weitere VMDK mit mind. 100GB Platz

docker-compose-kafka-for-docker.yml
   • orbis-u/kafka-for-docker
   • orbis-u/prometheus-kafka-exporter

docker-compose-schema-registry.yml
   • orbis-u/schema-registry: 
   • orbis-u/schema-registry-api-gateway:

docker-compose-orbis-events-4u.yml
   • oas/orbis-events-4u

 (optionally!)
docker-compose-kafka-manager.yml   -->  a troubleshooting tool for Kafka
   • orbis-u/kafka-manager";;;Nein;;;;keine Lizenz;Nein;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1558924\u0026session=14068159173354\u0026cs=3eqJOuUrsyMgK_Mcmw-CHmEggmIdgFRdwRbk0c4ZqR42FsT8wZdvugMZrt5d-Ju4kYCChdPcfuNd4S32ygI00FA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";03.03.2026 03:18
